folio,locus_id,descriptor,prefix,locus_key,clock,normalized_word,has_uncertain_reading,quire,hand,illustration,image_available,image_candidate
f72v3,4,&Lz,&,"f72v3.4,&Lz",11:30,okam,False,K,4,Z,False,
f72v3,5,&Lz,&,"f72v3.5,&Lz",00:00,okey,False,K,4,Z,False,
f72v3,6,&Lz,&,"f72v3.6,&Lz",00:30,otcheody,False,K,4,Z,False,
f72v3,7,&Lz,&,"f72v3.7,&Lz",01:00,okyeeshy,False,K,4,Z,False,
f72v3,8,&Lz,&,"f72v3.8,&Lz",01:30,{c'y}ofaiin,True,K,4,Z,False,
f72v3,9,&Lz,&,"f72v3.9,&Lz",02:00,okaly,False,K,4,Z,False,
f72v3,10,&Lz,&,"f72v3.10,&Lz",02:45,otoly,True,K,4,Z,False,
f72v3,11,&Lz,&,"f72v3.11,&Lz",03:30,ofalals,False,K,4,Z,False,
f72v3,12,&Lz,&,"f72v3.12,&Lz",04:00,sheeos o{cfhh}y,False,K,4,Z,False,
f72v3,13,&Lz,&,"f72v3.13,&Lz",05:00,daiin chepy,False,K,4,Z,False,
f72v3,14,&Lz,&,"f72v3.14,&Lz",06:00,oteey deeal,False,K,4,Z,False,
f72v3,15,&Lz,&,"f72v3.15,&Lz",07:00,chealpy,False,K,4,Z,False,
f72v3,16,&Lz,&,"f72v3.16,&Lz",07:30,okeeol,False,K,4,Z,False,
f72v3,17,&Lz,&,"f72v3.17,&Lz",08:30,okaly,False,K,4,Z,False,
f72v3,18,&Lz,&,"f72v3.18,&Lz",09:00,okaldy,False,K,4,Z,False,
f72v3,19,&Lz,&,"f72v3.19,&Lz",09:30,okeolyd,False,K,4,Z,False,
f72v3,21,@Lz,@,"f72v3.21,@Lz",10:30,choleey,False,K,4,Z,False,
f72v3,22,&Lz,&,"f72v3.22,&Lz",11:30,oky,False,K,4,Z,False,
f72v3,23,&Lz,&,"f72v3.23,&Lz",00:30,ch{cthh}y,False,K,4,Z,False,
f72v3,24,&Lz,&,"f72v3.24,&Lz",01:00,laly,False,K,4,Z,False,
f72v3,25,&Lz,&,"f72v3.25,&Lz",02:00,oeedy,False,K,4,Z,False,
f72v3,26,&Lz,&,"f72v3.26,&Lz",03:00,odairan,False,K,4,Z,False,
f72v3,27,&Lz,&,"f72v3.27,&Lz",04:00,okary,False,K,4,Z,False,
f72v3,28,&Lz,&,"f72v3.28,&Lz",05:00,oeesaiin,False,K,4,Z,False,
f72v3,29,&Lz,&,"f72v3.29,&Lz",06:30,oteesed,False,K,4,Z,False,
f72v3,30,&Lz,&,"f72v3.30,&Lz",07:30,opal,False,K,4,Z,False,
f72v3,31,&Lz,&,"f72v3.31,&Lz",08:30,otaly,False,K,4,Z,False,
f72v3,32,&Lz,&,"f72v3.32,&Lz",09:30,otaly yty,False,K,4,Z,False,
f72v2,2,@Lz,@,"f72v2.2,@Lz",10:00,oeedey,False,K,4,Z,False,
f72v2,3,&Lz,&,"f72v2.3,&Lz",11:00,oeeodaiin,False,K,4,Z,False,
f72v2,4,&Lz,&,"f72v2.4,&Lz",11:45,okeoram,False,K,4,Z,False,
f72v2,5,&Lz,&,"f72v2.5,&Lz",00:30,air aim,False,K,4,Z,False,
f72v2,6,&Lz,&,"f72v2.6,&Lz",01:00,oshesy,False,K,4,Z,False,
f72v2,7,&Lz,&,"f72v2.7,&Lz",02:00,okeary,True,K,4,Z,False,
f72v2,8,&Lz,&,"f72v2.8,&Lz",02:30,cheoetey,False,K,4,Z,False,
f72v2,9,&Lz,&,"f72v2.9,&Lz",03:00,cheoldy,True,K,4,Z,False,
f72v2,10,&Lz,&,"f72v2.10,&Lz",04:00,sheoeky,False,K,4,Z,False,
f72v2,11,&Lz,&,"f72v2.11,&Lz",04:30,oteodar,False,K,4,Z,False,
f72v2,12,&Lz,&,"f72v2.12,&Lz",05:30,ofchdysd,False,K,4,Z,False,
f72v2,13,&Lz,&,"f72v2.13,&Lz",06:00,oteoyd,False,K,4,Z,False,
f72v2,14,&Lz,&,"f72v2.14,&Lz",06:30,yteody,False,K,4,Z,False,
f72v2,15,&Lz,&,"f72v2.15,&Lz",07:00,okeody,False,K,4,Z,False,
f72v2,16,&Lz,&,"f72v2.16,&Lz",08:00,okeoldy,False,K,4,Z,False,
f72v2,17,&Lz,&,"f72v2.17,&Lz",08:30,ykeeor,False,K,4,Z,False,
f72v2,18,&Lz,&,"f72v2.18,&Lz",09:00,opaiinam,True,K,4,Z,False,
f72v2,19,&Lz,&,"f72v2.19,&Lz",09:30,cheoldy,False,K,4,Z,False,
f72v2,21,@Lz,@,"f72v2.21,@Lz",10:30,okaiin,True,K,4,Z,False,
f72v2,22,&Lz,&,"f72v2.22,&Lz",11:30,ockhol,False,K,4,Z,False,
f72v2,23,&Lz,&,"f72v2.23,&Lz",00:30,oeedy,False,K,4,Z,False,
f72v2,24,&Lz,&,"f72v2.24,&Lz",01:00,opalg,False,K,4,Z,False,
f72v2,25,&Lz,&,"f72v2.25,&Lz",02:00,okeeom,False,K,4,Z,False,
f72v2,26,&Lz,&,"f72v2.26,&Lz",03:00,olkar,False,K,4,Z,False,
f72v2,27,&Lz,&,"f72v2.27,&Lz",04:00,oeedaly,False,K,4,Z,False,
f72v2,28,&Lz,&,"f72v2.28,&Lz",05:00,cheosy,False,K,4,Z,False,
f72v2,29,&Lz,&,"f72v2.29,&Lz",06:30,ofcheay,False,K,4,Z,False,
f72v2,30,&Lz,&,"f72v2.30,&Lz",07:30,yteedy,False,K,4,Z,False,
f72v2,31,&Lz,&,"f72v2.31,&Lz",08:30,onaiin,True,K,4,Z,False,
f72v2,32,&Lz,&,"f72v2.32,&Lz",09:30,okeorar,False,K,4,Z,False,
f72v1,2,@Lz,@,"f72v1.2,@Lz",08:45,oeeoty,False,K,4,Z,False,
f72v1,3,&Lz,&,"f72v1.3,&Lz",09:30,octhy,False,K,4,Z,False,
f72v1,4,&Lz,&,"f72v1.4,&Lz",10:00,oteoly,False,K,4,Z,False,
f72v1,5,&Lz,&,"f72v1.5,&Lz",10:30,okeoly,False,K,4,Z,False,
f72v1,6,&Lz,&,"f72v1.6,&Lz",11:00,oeees,False,K,4,Z,False,
f72v1,7,&Lz,&,"f72v1.7,&Lz",11:30,o{cfh'h}y,False,K,4,Z,False,
f72v1,8,&Lz,&,"f72v1.8,&Lz",01:45,oees,False,K,4,Z,False,
f72v1,9,&Lz,&,"f72v1.9,&Lz",01:00,okeeoly,False,K,4,Z,False,
f72v1,10,&Lz,&,"f72v1.10,&Lz",01:30,odal,False,K,4,Z,False,
f72v1,11,&Lz,&,"f72v1.11,&Lz",02:00,aiinod,False,K,4,Z,False,
f72v1,12,&Lz,&,"f72v1.12,&Lz",02:45,od?dy,True,K,4,Z,False,
f72v1,13,&Lz,&,"f72v1.13,&Lz",03:15,oteod,False,K,4,Z,False,
f72v1,14,&Lz,&,"f72v1.14,&Lz",03:45,yteod,False,K,4,Z,False,
f72v1,15,&Lz,&,"f72v1.15,&Lz",04:30,ok?ody,True,K,4,Z,False,
f72v1,16,&Lz,&,"f72v1.16,&Lz",05:00,okal,False,K,4,Z,False,
f72v1,17,&Lz,&,"f72v1.17,&Lz",05:30,ytaly,False,K,4,Z,False,
f72v1,18,&Lz,&,"f72v1.18,&Lz",06:00,oeeeos,False,K,4,Z,False,
f72v1,19,&Lz,&,"f72v1.19,&Lz",06:30,oteofy,False,K,4,Z,False,
f72v1,20,&Lz,&,"f72v1.20,&Lz",07:30,cheoepy,False,K,4,Z,False,
f72v1,21,&Lz,&,"f72v1.21,&Lz",08:00,ykeedy,False,K,4,Z,False,
f72v1,23,@Lz,@,"f72v1.23,@Lz",08:45,oeeoly,False,K,4,Z,False,
f72v1,24,&Lz,&,"f72v1.24,&Lz",10:00,okydy,False,K,4,Z,False,
f72v1,25,&Lz,&,"f72v1.25,&Lz",11:30,okeey,False,K,4,Z,False,
f72v1,26,&Lz,&,"f72v1.26,&Lz",00:00,oiiny,False,K,4,Z,False,
f72v1,27,&Lz,&,"f72v1.27,&Lz",01:00,oeey,False,K,4,Z,False,
f72v1,28,&Lz,&,"f72v1.28,&Lz",03:00,okedy,False,K,4,Z,False,
f72v1,29,&Lz,&,"f72v1.29,&Lz",04:30,ypaim,False,K,4,Z,False,
f72v1,30,&Lz,&,"f72v1.30,&Lz",05:30,okalair,False,K,4,Z,False,
f72v1,31,&Lz,&,"f72v1.31,&Lz",06:30,oeeody,False,K,4,Z,False,
f72v1,32,&Lz,&,"f72v1.32,&Lz",07:30,okeol,False,K,4,Z,False,
f73r,1,@Lz,@,"f73r.1,@Lz",11:15,otaly,False,L,4,Z,False,
f73r,2,&Lz,&,"f73r.2,&Lz",11:45,chockhy,False,L,4,Z,False,
f73r,3,&Lz,&,"f73r.3,&Lz",00:30,otedy,False,L,4,Z,False,
f73r,4,&Lz,&,"f73r.4,&Lz",01:00,yteeody,False,L,4,Z,False,
f73r,6,@Lz,@,"f73r.6,@Lz",11:00,otaly,False,L,4,Z,False,
f73r,7,&Lz,&,"f73r.7,&Lz",11:30,okeody,False,L,4,Z,False,
f73r,8,&Lz,&,"f73r.8,&Lz",00:00,oteedyl,False,L,4,Z,False,
f73r,9,&Lz,&,"f73r.9,&Lz",00:30,ykeedy,True,L,4,Z,False,
f73r,10,&Lz,&,"f73r.10,&Lz",01:00,okeey,False,L,4,Z,False,
f73r,11,&Lz,&,"f73r.11,&Lz",02:00,okeedy,False,L,4,Z,False,
f73r,12,&Lz,&,"f73r.12,&Lz",02:30,ykeeory,False,L,4,Z,False,
f73r,13,&Lz,&,"f73r.13,&Lz",03:30,oteeosy,False,L,4,Z,False,
f73r,14,&Lz,&,"f73r.14,&Lz",04:30,shekal,False,L,4,Z,False,
f73r,15,&Lz,&,"f73r.15,&Lz",05:30,oteedyy,False,L,4,Z,False,
f73r,16,&Lz,&,"f73r.16,&Lz",06:30,okedal,True,L,4,Z,False,
f73r,17,&Lz,&,"f73r.17,&Lz",07:00,chdy,False,L,4,Z,False,
f73r,18,&Lz,&,"f73r.18,&Lz",08:00,dalshey,False,L,4,Z,False,
f73r,19,&Lz,&,"f73r.19,&Lz",08:45,opaiin,False,L,4,Z,False,
f73r,20,&Lz,&,"f73r.20,&Lz",09:30,okeos,False,L,4,Z,False,
f73r,21,&Lz,&,"f73r.21,&Lz",10:00,otey,False,L,4,Z,False,
f73r,23,@Lz,@,"f73r.23,@Lz",11:30,okary,False,L,4,Z,False,
f73r,24,&Lz,&,"f73r.24,&Lz",01:00,okeeody,False,L,4,Z,False,
f73r,25,&Lz,&,"f73r.25,&Lz",02:00,oyteedy,False,L,4,Z,False,
f73r,26,&Lz,&,"f73r.26,&Lz",03:00,oky,False,L,4,Z,False,
f73r,27,&Lz,&,"f73r.27,&Lz",04:30,chefy,False,L,4,Z,False,
f73r,28,&Lz,&,"f73r.28,&Lz",06:00,otal,False,L,4,Z,False,
f73r,29,&Lz,&,"f73r.29,&Lz",07:00,chek,False,L,4,Z,False,
f73r,30,&Lz,&,"f73r.30,&Lz",08:30,ar,False,L,4,Z,False,
f73r,31,&Lz,&,"f73r.31,&Lz",09:30,kar,False,L,4,Z,False,
f73r,32,&Lz,&,"f73r.32,&Lz",10:30,okeeos,False,L,4,Z,False,
f73v,1,@Lz,@,"f73v.1,@Lz",11:00,okol,False,L,4,Z,False,
f73v,2,&Lz,&,"f73v.2,&Lz",11:45,oteody,False,L,4,Z,False,
f73v,3,&Lz,&,"f73v.3,&Lz",00:30,oteedy,False,L,4,Z,False,
f73v,4,&Lz,&,"f73v.4,&Lz",01:00,eeeody,False,L,4,Z,False,
f73v,6,@Lz,@,"f73v.6,@Lz",10:00,okeody,False,L,4,Z,False,
f73v,7,&Lz,&,"f73v.7,&Lz",10:30,sheol,False,L,4,Z,False,
f73v,8,&Lz,&,"f73v.8,&Lz",11:30,odees,False,L,4,Z,False,
f73v,9,&Lz,&,"f73v.9,&Lz",00:00,eery,True,L,4,Z,False,
f73v,10,&Lz,&,"f73v.10,&Lz",01:00,okeor,False,L,4,Z,False,
f73v,11,&Lz,&,"f73v.11,&Lz",01:30,ofals,False,L,4,Z,False,
